,sentence,label
1358, en toen kwam [/] kwam ze langs de heks. ,1
1359, en de [//] wees ze het ijsje aan de heks. ,1
1360, en toen gaf de prinses het ijsje aan de heks. ,1
1361, en toen was de heks blij. ,1
1362, en toen eet de heks het ijsje op. ,1
1363, en toen kwam ze weer langs de ijscoman. ,1
1364, koopte [/] koopte [ kocht] ze nog een ijsje. ,1
1365, de piraat kwa(m) [//] &eh ging lopen met de bal. ,1
1366, en toen <schoot ie [ hij] de bal> [//] wou ie [ hij] de bal over ,1
1367, de vijver heenschieten. ,1
1368, maar toen schoot ie [ hij] de bal in de vijver. ,1
1369, en toen ging die huilen. ,1
1370, en toen <kwam de> [/] kwam de (..) prins. ,1
1371, en die had een net bij zich. ,1
1372, en toen ging de prins <de bal> [/] de bal uit de sloot v(issen) [/] ,1
1373, &eh vissen. ,1
1374, en toen was de piraat weer blij. ,1
1375, de ballet &eh ging &eh de [/] de bloemetjes water geven. ,1
1376, en toen ging ze de kraan aan doen. ,1
1377, en ze sprong toen in de lucht. ,1
1378, en toen gi(ng) [/] &eh ging ze huppelend naar de bloem(etjes) [/] ,1
1379, bloemetjes. ,1
1380, en ging [/] ging ze water geven. ,1
1381, <en toen> [/] en toen ging de zuster een bloem plukken. ,1
1382, en toen gaf de zuster de bloem aan de (.) ballerina. ,1
1383, en toen deed de ballerina hem in (he)t haar. ,1
1384, en toen was het einde. ,1
1385, een piraat gaat voetballen. ,1
1386, <hij wil in &he> [///] hij doet het met de hout(en) been. ,1
1387, hij heeft (h)em per ongeluk in zee getrapt. ,1
1388, dan komt de ridder aangelopen. ,1
1389, en die pakt een net. ,1
1392, en hij heeft gevangen. ,1
1393, en [/] en dan is ie [ hij] weer blij. ,1
1394, en gaat ie [ hij] voetballen. ,1
1397, een (.) prinses wil een lekker ijscootje kopen. ,1
1398, ze [/] ze heeft een met drie bolletjes. ,1
1399, ze likt. ,1
1400, en ze likt. ,1
1401, en ze likt draan [ eraan]. ,1
1402, wordt elke keer kleiner. ,1
1403, en ziet hem minder goed. ,1
1404, <en ze geeft (.) (h)em> [/] en ze (.) geeft (h)em ook aan de heks. ,1
1405, zij mag ook een beetje. ,1
1410, <en dan likt (.) ie [ hij]> [/] en dan likt ie [ hij]. ,1
1411, dit moet je even niet gaan opschrijven maar hij heeft een ,1
1412, vrese(lijk) langeke [ lange] tong. ,1
1413, en dan koopt ze opnieuw een ijsje. ,1
1414, een indiaan wil een appel pakken. ,1
1415, hij staat op de steen &lalalala . ,1
1416, hij valt er af. ,1
1417, dan komt de (.) cowboy. ,1
1418, <en die zet de> [///] en die heeft een ladder bij zich. ,1
1422, en dan werkt het <plan> [/] plan. ,1
1423, en dan geeft ie [ hij] (ee)n appel [/] (ap)pel. ,1
1424, en nu zijn dr [ er] nog maar twee in de boom. ,1
1425, maar dat groeit wel weer bij. ,1
1426, en nu (.) heeft ie [ hij] (ee)n appel. ,1
1427, is ie [ hij] blij &ij &ij . ,1
1428, <de indiaan> [/] de in(diaan) [/] (.) indiaan wijst naar een appel. ,1
1429, hij gaat op een steen staan. ,1
1430, en hij probeert de appel te pakken. ,1
1431, hij valt. ,1
1432, de indiaan valt van de steen af. ,1
1433, de (.) cowboy (.) pakt de appel voor de indiaan. ,1
1434, de cowboy ge(eft) [/] geeft de appel aan de indiaan. ,1
1435, de indiaan is blij. ,1
1436, <de koningi(n)> [/] de koningin (.) komt bij de ijskraam. ,1
1437, ze koopt een ijsje. ,1
1438, drie bolletjes. ,1
1439, ze geeft (he)t ijsje aan de heks. ,1
1440, de heks (.) heeft het ijsje. ,1
1441, de heks likt eraan. ,1
1442, de &eh [//] <het meisje gaat> [//] de koningin gaat weer naar de ,1
1443, ijskraam. ,1
1444, Piet Piraat heeft een bal. ,1
1445, Piet Piraat schopt ermee. ,1
1446, <hij scho(t)> [//] de piraat schopt hem in (he)t water. ,1
1447, de ridder pakt de schepnet. ,1
1448, de ridder haalt de ba(l) [//] bal uit (he)t (.) water. ,1
1449, de piraat heeft z(ij)n bal weer terug. ,1
1450, het meisje heeft (ee)n gieter. ,1
1451, ze vult de gieter met water. ,1
1452, ze gaat de bloemetjes water xxx. ,1
1453, de dokter plukt de bloemetjes. ,1
1454, de dokter geeft de bloemetje aan (he)t meisje. ,1
1455, meisje blij. ,1
1456, &ehm (.) dr [ er] was een balletdanseres die [/] die wou de ,1
1457, plantjes water geven met een gieter. ,1
1460, en toen gaf ze de plantjes water. ,1
1461, ze stond wel op haar teentjes. ,1
1462, en toen kwam de dokter. ,1
1463, en da(t) (i)s ook de volgen(de). ,1
1467, en toen ja. ,1
1470, oh. ,1
1471, das [ dat is] een ander plaatje. ,1
1472, xxx. ,1
1473, nah. ,1
1474, <en toen> [/] &eh en toen plukte zij zelf ook een bloem dan maar. ,1
1475, en die stopte ze in haar haar hierzo. ,1
1476, ja hier aan deze kant want. ,1
1477, er was eens een piraat die ging voetballen. ,1
1478, hij had een hele mooie bal bij zich. ,1
1479, want hij ging voetballen op een strand. ,1
1480, hij trapte de bal keihard weg. ,1
1481, alleen de bal die viel in (he)t water. ,1
1482, en hij moest heel erg huilen. ,1
1483, want hij was heel erg verdrietig. ,1
1484, en toen kwam de ridder. ,1
1491, enn twee drie. ,1
1492, hopsakee. ,1
1493, en daar is tie [ die]. ,1
1494, en de piraat was heel blij met z(ij)n bal. ,1
1495, en bedankte de ridder. ,1
1496, er was eens een prinsesje. ,1
1497, die i(s) [//] was heel klein. ,1
1498, maar wel mel [//] met een mooie kroontje op. ,1
1499, en toen ging ze naar de ijskraam. ,1
1500, en ze had &ehn cent bij zich. ,1
1501, ja. ,1
1502, en daarvan kon ze een ijsje kopen met drie bolletjes. ,1
1503, <en toen> [/] en toen kwam de heks aangelopen. ,1
1506, en toen mocht dat. ,1
1507, zij mocht (he)m ook even vasthoude(n). ,1
1508, want hij mocht een balle(tje) [//] bolletje eraf eten. ,1
1514, <en toen> [/] en toen rende prinses <naar het ijskraam> [//] naar ,1
1515, de ijskraam. ,1
1516, en vroeg ze om nog een ijsje. ,1
1517, klaar. ,1
1518, er was eens een indiaan. ,1
1519, die &eh wou heel graag appels hebben. ,1
1520, maar hij kon dr [ er] niet bij. ,1
1521, hij probeerde alles wat hij kon. ,1
1522, maar hij kon er gewoon echt niet meer bij. ,1
1523, en toen viel die keihard (.) van zijn steen af. ,1
1524, en dat dee(d) heel erg pijn. ,1
1525, en toen kwam de (.) cowboy aangelopen met een hele lange ladder. ,1
1538, en de indiaan was heel blij (.) met zijn appel. ,1
1539, afgelopen. ,1
1540, heef(t) [///] de indiaan ziet drie appels. ,1
1541, hij wilde daarn groene van. ,1
1542, maar (.) hij kwam dr [ er] niet bij. ,1
1543, en toen viel die van de steen. ,1
1544, toen kwam de cowboy draan [ eraan]. ,1
1545, die pakte (ee)n ladder. ,1
1546, die geefde [ gaf] die aan de indiaan. ,1
1547, en toen pakte de cowboy de appel. ,1
1548, en die geefde [ gaf] hem aan de indiaan. ,1
1549, toen eette [ at] die de appel op. ,1
1550, een prinses^je ging naar de [///] (.) een (.) ijsje ophalen. ,1
1558, en ze likte daar tegenaan. ,1
1560, een piraat wil met de bal spele(n). ,1
1561, dus schopte hij in de water. ,1
1562, toen was ie [ hij] verdrietig. ,1
1563, hij kwam niet bij ze [ zijn] bal. ,1
1564, toen had (.) de ridder een net. ,1
1569, het meisje ging water gieten. ,1
1570, ze moest eerst water (.) pakken (.) uit de kraan. ,1
1571, toen ging ze de bloemetjes (.) doen. ,1
1572, toen kwam <de dokter dr [ er]> [//] nee de zuster draan [ eraan]. ,1
1577, en toen (.) geefde [ gaf] de zuster (.) de bloemetje weer terug. ,1
1579, zei de meisje toen. ,1
1580, de danseres heeft een gieter. ,1
1581, ze doet water in de gieter. ,1
1582, en den [///] ze doet er water over de bloemen. ,1
1583, en de zuster kijkt ernaar. ,1
1584, de zuster pakt bloemen. ,1
1585, en geeft ze aan de danseres. ,1
1586, de danseres doet (he)m in haar haar. ,1
1587, de piraat heeft een bal. ,1
1588, hij schopt hem met z(ij)n houten been. ,1
1589, de [/] (.) de piraat die huilt omdat zijn bal in het water ligt. ,1
1590, en de ridder kijkt ernaar. ,1
1591, de ridder heeft voor de (.) piraat een schepnet. ,1
1592, <ze pa(kken)> [//] de ridder pakt de bal weer uit (he)t water. ,1
1593, en heeft de piraat zijn bal weer. ,1
1594, de koningin is bij de (.) ijskraam. ,1
1595, ze eet (he)t ijsje op. ,1
1596, en ze is nu bij de heks (.) met (he)t ijsje. ,1
1597, de heks heeft het ijsje. ,1
1598, ze likt eraan. ,1
1599, en de koningin gaat nog metn euro naar de (.) ijskraam. ,1
1600, de indiaan ziet (.) een groene appels aan de boom. ,1
1601, <hij g(aat)> [//] hij wil hem pakken. ,1
1602, maar dat lukt niet. ,1
1603, hij valt van de steen af. ,1
1604, de boer die heeft een trap. ,1
1605, en pakt de appel. ,1
1606, en geeft (he)m aan de indiaan. ,1
1607, de indiaan eet (he)m lekker op. ,1
1608, een ballerina met een gie^ter. ,1
1609, <ze vult> [//] de ballerina vult de gieter. ,1
1610, en ze geeft de bloemetjes water. ,1
1611, de verpleegzuster plukt een bloem. ,1
1612, en geeft de bloem aan de ballerina. ,1
1613, de ballerina is blij. ,1
1614, en doet er [ hem] in (he)t haar. ,1
1615, piraat die (.) pakt een bal. ,1
1616, en schopt hem in (he)t water. ,1
1617, <die piraat> [//] de piraat huilt. ,1
1618, de ridder pakt een net. ,1
1619, en haalt de bal u(i)t [//] uit het water. ,1
1620, de piraat is weer blij. ,1
1621, want hij heeft z(ij)n bal t(e)rug. ,1
1622, de (.) koningin komt bij een ijskraampje. ,1
1623, ze likt aan (he)t ijsje. ,1
1624, ze geeft (he)t ijsje aan de heks. ,1
1625, heks [//] de heks pakt het ijsje. ,1
1626, en [/] en likt eraan. ,1
1627, en de (.) koningin gaat weer naar de ijsjeskraam. ,1
1628, en koopt weer (ee)n ijsje. ,1
1629, de indiaan wijst naar (ee)n appel in de boom. ,1
1630, hij gaat op een steen staan. ,1
1631, en probeert de appel te pakken. ,1
1632, de indiaan valt eraf. ,1
1633, en de cowboy komt met de ladder. ,1
1634, hij klimt in de boom. ,1
1635, en pakt de appel voor de indiaan. ,1
1636, hij geeft de appel aan de indiaan. ,1
1637, de indiaan is blij omdat ie [ hij] ze [ zijn] appel heeft. ,1
1638, het meisje geeft de bloeme(n) water. ,1
1639, ze vult de gieter. ,1
1640, ze geeft de bloeme(n) water. ,1
1641, de verpleegster plukt (ee)n bloem. ,1
1642, ze geeft de bloem aan (.) het meisje. ,1
1643, het meisje doet hem in haar haar. ,1
1644, de piraat heeft een bal. ,1
1645, de piraat schopt de bal in (he)t water. ,1
1646, de bal ligt in (he)t water. ,1
1647, de ridder pakt de bal. ,1
1648, <hij heeft de> [//] de ridder heeft de bal. ,1
1649, hij geeft (he)m maar weer terug aan de piraat. ,1
1650, de koningin koopt een ijsje. ,1
1651, <ze likt het ijsje> [//] ze likt aan het ijsje. ,1
1652, ze geeft (he)t ijsje aan de heks. ,1
1653, de heks kij(kt) [//] pakt hem aan. ,1
1654, de heks eet (he)m op. ,1
1655, <de meisje koopt weer een nieuw ij(sje)> [//] en de koningin die ,1
1656, koopt weer een nieuw ijsje. ,1
1657, de indiaan wijst naar de appel (.) aan de boom. ,1
1658, de indiaan gaat op de steen staan om de appel uit de boom te ,1
1659, pakken. ,1
1660, hij valt op zijn rug van de steen. ,1
1661, de cowboy plukt (he)m met een ladder. ,1
1662, hij geeft (he)m aan de indiaan. ,1
1663, de indiaan lacht. ,1
1664, een indiaan wijst (.) naar (ee)n appelboom. ,1
1665, de indiaan staat op (ee)n &eh steen. ,1
1666, en probeert (ee)n appel te pakken. ,1
1667, maar dat lukt niet. ,1
1668, hij valt. ,1
1669, &eh en dan komt er (ee)n (.) cowboy met een (.) trap. ,1
1670, de cowboy met de trap &eh zet de trap tegen de boom aan. ,1
1671, en pakt (ee)n appel. ,1
1672, en geeft (he)m dan aan de indiaan. ,1
1673, en de indiaan heeft nu de appel in z(ij)n handen. ,1
1674, prinses heeft een euro. ,1
1675, daarvan koopt ze een ijsje. ,1
1676, &eh nu staat [//] geeft ze volgens mij het ijsje aan de heks. ,1
1677, &eh nu heeft de heks het ijsje in haar handen. ,1
1678, en ze likt (.) aan het ijsje. ,1
1679, nu gaat de prinses weer een ijsje kopen voor een euro. ,1
1680, &eh een piraat loopt met een bal in z(ij)n handen. ,1
1681, hij schopt de bal weg. ,1
1682, &eh nu zit de bal in (he)t water. ,1
1683, en hij huilt. ,1
1684, en er komt een ridder aan. ,1
1685, de ridder heeft een net. ,1
1686, met (he)t net gaat ie [ hij] in het water. ,1
1687, en pakt de bal. ,1
1688, en geeft hem weer aan &eh (.) de [/] de piraat. ,1
1689, &eh (.) de ballerina die (.) &eh (.) heeft een (.). ,1
1690, ja ik weet niet hoe dat heet. ,1
1691, ja een gieter. ,1
1692, ze doet er water in. ,1
1693, en geeft de bloemetjes water. ,1
1694, de dokter plukt een bloemetje. ,1
1695, en geeft (he)m aan de ballerina. ,1
1696, de ballerina stopt (he)m in haar haar. ,1
1697, een ballerina (.) die staat in de tuin. ,0
1698, en die geeft de plantjes water met een &eh gieter. ,0
1699, de ballerina doet [/] doet &eh <in de water> [//] <nog meer ,0
1700, wa(ter)> [//] in de gieter nog meer water erin. ,0
1701, de ballerina geeft de plantjes water. ,0
1702, en de verpleegster kijkt ernaar. ,0
1703, de verpleegster <die zet> [//] die (.) plukt een bloem. ,0
1704, of die zet (he)m erin. ,0
1705, de verpleegster geeft (he)m aan de ballerina. ,0
1706, de ballerina doet de bloem op haar haar. ,0
1707, die piraat speelt met de bal. ,0
1708, op straat. ,0
1709, o nee bij de zee (.) speelt ie [ hij]. ,0
1710, de piraat schopt (he)m <in het wa> [//] in de richting van het ,0
1711, water. ,0
1712, die piraat moet huilen. ,0
1713, want de bal ligt in het water. ,0
1714, en de ridder kijkt naar de piraat. ,0
1715, die ridder heeft een visnet. ,0
1716, en die ridder wil de bal druit [ eruit] vissen. ,0
1717, en die piraat kijkt ernaar. ,0
1718, de ridder heeft de bal gepakt met de visnet. ,0
1719, en de piraat is weer een beetje blij. ,0
1720, de piraat is heel blij. ,0
1721, hij heeft de bal in zijn handen. ,0
1722, de prinses wil een ijsje kopen (.) met haar muntje. ,0
1723, de prinses heeft een ijsje gekocht. ,0
1724, en likt (.) aan het ijsje. ,0
1725, de prinses (.) wil het ijsje aan de heks geven. ,0
1726, en (.) de heks heeft nu het ijsje in de hand. ,0
1727, de heks likt aan het ijsje. ,0
1728, de balleri(na) [///] de prinses wil nog een ijsje kopen met haar ,0
1729, muntje. ,0
1730, de indiaan kijkt naar de boom. ,0
1731, de indiaan plukt een appel van de boom. ,0
1732, en hij staat ergens op. ,0
1733, hij staat op een steen. ,0
1734, de indiaan valt eraf. ,0
1735, en de. ,0
1736, wat is dat? ,0
1737, een cowboy <die doe(t)> [//] die wil een ladder tegen de boom ,0
1738, aanzetten. ,0
1739, hij s [///] de ladder staat tegen de boom aan. ,0
1740, en de cowboy die gaat erop klimmen op de ladder. ,0
1741, en nu heeft ie [ hij] de appel. ,0
1742, en hij gaat weer naar beneden. ,0
1743, <en dan geeft cow(boy)> [/] en dan geeft de cowboy de appel aan de ,0
1744, indiaan. ,0
1745, de indiaan heeft een appel (.) in zijn handen. ,0
1746, en die (he)m <opg> [//] opeten. ,0
1747, Frederike Investigator ,0
1748, de ballerina heeft een gieter. ,0
1749, de ballerina vu(lt) [/] vult de gie(ter) [/] gieter door met water ,0
1750, bij &eh [/] bij de kraan. ,0
1751, de ballerina geeft de planten wa(ter) [/] water terwijl de zuster ,0
1752, dr [ er] bij staat. ,0
1753, de zuster plukt een bloem. ,0
1754, de zuster geeft de bloem aan de ballerina. ,0
1755, de ballerina <ba> [//] &eh pakt het kopje van de bloem. ,0
1756, en doe(t) [/] doet die in haar haar. ,0
1757, de piraat heeft een bal. ,0
1758, wat moet ie [ hij] daar eigenlijk mee? ,0
1759, de piraat tra(pt) [/] &eh trapt de ba(l) [/] bal met zijn houten ,0
1760, been. ,0
1761, de bal ligt in het wa [//] water. ,0
1762, de piraat ligt &eh [//] zit te huilen. ,0
1763, en de ridder komt eraan. ,0
1764, de ridder <pakt een ne(t)> [/] &eh pakt een net. ,0
1765, de ridder vi(st) [/] vist de bal uit het water. ,0
1766, de piraat heeft de bal weer. ,0
1767, de prinses die k(omt) [/] komt bij de ij(skraam) [/] ijskraam. ,0
1768, de prinses die heeft een ijsje gekocht. ,0
1769, de prinses geeft het &eh ijsje aan de heks. ,0
1770, de heks pakt het ijsje aan. ,0
1771, de heks likt aan (he)t ijsje. ,0
1772, de prinses gaat weer een ijsje kopen. ,0
1773,*IN2 heel goed. ,0
1774, de indiaan die &eh ga(at) [/] gaat naar de boom toe. ,0
1775, hij probeert een appel te plukken. ,0
1776, hij valt om. ,0
1777, en er komt een cowboy met een ladder aan. ,0
1778, de cow(boy) [/] cowboy zet de ladder tegen de boom aan. ,0
1779, en plukt de appel. ,0
1780, de indiaan [///] &eh de cowboy geeft de appel aan de indiaan. ,0
1781, de indiaan heeft een appel. ,0
1782, dr [ er] is een meisje die verkleed is als prinses. ,0
1783, ze (.) heeft lang haar en bruin. ,0
1784, ze gaat naar de ijscoman. ,0
1785, ze heeftn euro in dr [ haar] hand. ,0
1786, ze wilt graag een ijsje kopen. ,0
1787, ze heeft het ijsje. ,0
1788, ze likt aan het ijsje. ,0
1789, en ze loopt. ,0
1790, ze geeft het ijsje aan een meisje die verkleed is als heks. ,0
1791, dat meisje die is verkleed da(t) is een heks. ,0
1792, die is [//] heeft (he)t in haar hand. ,0
1793, zij likt dr [ er] aan. ,0
1794, <en ze> [/] en ze heeft dr [ haar] ogen dicht. ,0
1795, gaat ze weer naar de ijscoman. ,0
1796, en ze heeft weern euro in dr [ haar] hand. ,0
1797, de prinses. ,0
1798, er loopt een indiaan. ,0
1799, hij loopt naar een appelboom. ,0
1800, en er staat een steen onder. ,0
1801, er zitten drie appels in. ,0
1802, hij staat op de steen. ,0
1803, en probeert de onderste appel te pakken. ,0
1804, hij is gevallen. ,0
1805, er komt <een men> [//] een cowboy aan met een trap. ,0
1806, cowboy haa(lt) [/] haalt appel uit &eh xxx uit de. ,0
1807, een trap tegen de appelboom aan. ,0
1808, en haalt de ap(pel) [///] en klimt erop. ,0
1809, hij haalt de appel uit de boom. ,0
1810, <en de> [/] en de indiaan lacht. ,0
1811, hij krijgt <de> [//] z(ij)n appel (.) van de cowboy. ,0
1812, hij lacht. ,0
1813, en hij heeft de appel met twee handen vast. ,0
1814, &eh er loopt een indiaan. ,0
1815, en die wijst naar de appels die in een boom hangen. ,0
1816, ok &eh bij de boom lag een steen. ,0
1817, daar ging ie [ hij] opstaan zodat ie [ hij] een appel kon pakken. ,0
1818, maar hij viel van de steen af. ,0
1819, da(ar) [//] maar (e)r kwam een cowboy aan. ,0
1820, en die had een ladder. ,0
1821, en die pakte de appel. ,0
1822, en (..) xxx nog (ee)n keer bladzij(de)? ,0
1823, en die gaf (he)m aan de indiaan. ,0
1824, toen was de indiaan heel blij met z(ij)n lekkere appel. ,0
1825, de prinses staat bij een ijscokraam. ,0
1826, en ze gaat een ijsje kopen voorn euro. ,0
1827, ze kocht een ijsje met drie bolletjes. ,0
1828, en daar loopt ze lekker mee weg. ,0
1829, ze vindt (he)t een lekker ijsje. ,0
1830, ze wil (he)m aan de heks geven. ,0
1831, even de heks laten proeven. ,0
1832, de heks nam het ijsje aan. ,0
1833, en de heks had ook een smile op de mond. ,0
1834, de heks die likt aan (he)t ijsje. ,0
1835, en toen ging het prinsesje weer een ijsje halen. ,0
1836, weer voor een euro. ,0
1837, de piraat met de houten been die gaat voetballen. ,0
1838, hij schopt de bal hoog de lucht in. ,0
1839, of laag. ,0
1840, ik weet niet hoe hoog of laag. ,0
1841, hij schopt de bal de lucht in. ,0
1842, maar de bal belandt in een plas water. ,0
1843, &ehm de ridder die [/] die was net komen kijken. ,0
1844, en die had een heel groot schepnet. ,0
1845, en daarmee schepte hij de bal uit het water. ,0
1846, en toen was de piraat weer blij. ,0
1847, want hij had z(ij)n bal terug. ,0
1848, de ballerina die heeft een gieter in dr [ haar] hand. ,0
1849, en die gaat haar tuintje verzorgen. ,0
1850, kijk. ,0
1851, maar eerst moet ze de gieter vullen bij een kraantje. ,0
1852, <dan str(ooit)> [//] dan giet ze het water over de bloemen. ,0
1853, en de verpleegster komt aanlopen. ,0
1854, de verpleegster plukt een bloemetje. ,0
1855, en geeft (he)t aan de ballerina. ,0
1856, die ballerina ja. ,0
1857, en de ballerina stopt (he)m in haar haar. ,0
1858, &ehm een ballerina houdt een gieter vast. ,0
1859, &ehm ze vult (he)m bij de kraan. ,0
1860, &ehm ze geeft de bloemetjes water. ,0
1861, <en d(r)> [/] en dr [ er] komt een z [//] dokter aan. ,0
1862, &ehm de dokter gaat de bloemetjes plukken. ,0
1863, <en ze geeft> [/] &oh en ze geeft een bloemetje aan de ballerina. ,0
1864, &ehm de ballerina stopt (he)m in haar haar. ,0
1865, &ehm een boef met een voetbal. ,0
1866, &eh hij schopt ertegen aan. ,0
1867, de bal valt in (he)t water. ,0
1868, er komt een ridder aan. ,0
1869, &ehm de ridder heeft een visnet. ,0
1870, en hij vist de bal uit het water. ,0
1871, en de boef heeft de bal weer vast. ,0
1872, &oh . ,0
1873, &ehm &ehm de prinses heeft [//] <staat voor een ijs(kraam)> [/] ,0
1874, staat voor een ijskraam <met een> [//] metn euro. ,0
1875, ze heeft een ijsje gekocht. ,0
1876, en ze geeft (he)m aan de heks. ,0
1877, de &eh [/] de heks vindt het ijsje lekker. ,0
1878, &ehm . ,0
1879, &oh <de heks likt &ehm> [/] de heks likt aan het ijsje. ,0
1880, de &ehm [///] dan gaat de prinsesje weer naar (he)t kraampje. ,0
1881, met de euro. ,0
1882, &hm een indiaan loopt naar een appelboom. ,0
1883, met een steen ernaast. ,0
1884, met een steen ernaast. ,0
1885, &ehm hij gaat op de steen staan. ,0
1886, en [/] en wil een appel plukken. ,0
1887, dan valt ie [ hij] van de steen. ,0
1888, er komt een cowboy aan met een ladder. ,0
1889, de cowboy plukt een appel. ,0
1890, hij geeft de appel aan de indiaan. ,0
1891, de indiaan is blij met de appel. ,0
1892, de indiaan wijst <naar de> [/] naar de appelboom. ,0
1893, hij [/] hij gaat op een rots staan. ,0
1894, en [/] en wil een appel plukken van de boom. ,0
1895, maar de indiaan valt van de rots. ,0
1896, en de cowboy komt met een ladder. ,0
1897, de cowboy die klimt <in de> [/] in de boom met de ladder. ,0
1898, en pakt een appel voor de indiaan. ,0
1899, en de cowboy die geeft nu de appel aan de indiaan. ,0
1900, de indiaan is trots met z(ij)n appel. ,0
1901, het prinsesje <heeftn muntj(e)> [//] heeftn euro in haar ,0
1902, hand. ,0
1903, ze gaat naar de ijskraam. ,0
1904, ze heeft een [///] de [//] het prinsesje heeft een lekker ijsje. ,0
1905, en likt het af. ,0
1906, prinsesje die vraagt aan de heks <of ze ook> [/] of ze ook een ,0
1907, likje wil. ,0
1908, de heks die <pakt (he)t> [//] pakt het ijsje. ,0
1909, en likt eraan. ,0
1910, en nu likt ze draan [ eraan]. ,0
1911, en vindt ze (he)t lekker. ,0
1912, het prinsesje gaat weer terug naar de ijskraam. ,0
1913, <en neem> [//] en heeft weern euro in haar hand. ,0
1914, het piraatje heeft een bal in z(ij)n hand. ,0
1915, <hij schopt (he)m> [/] hij schopt (he)m met z(ij)n been. ,0
1916, alleen de bal die valt in het water. ,0
1917, de ridder die staat naast hem. ,0
1918, de ridder heeft <een v(isnet)> [/] <een vis(net)> [/] een &euh ,0
1919, visnet. ,0
1920, en de ridder <die haalt de bal> [/] die haalt de bal eruit. ,0
1921, en de piraat is <dol met> [//] dolblij met z(ij)n bal. ,0
1922, de ballerina heeft een <gi(eter)> [/] vergiet in haar hand. ,0
1923, ze gaat naar de waterkraan. ,0
1924, <en doe(t) er wa(ter)> [/] en doet er water in. ,0
1925, ze gaat de bloemetjes water geven. ,0
1926, <maar dan> [//] maar de dokter die staat ernaast. ,0
1927, de dokter plukt de bloemetjes van de ballerina. ,0
1928, de ballerina die [/] die is blij. ,0
1929, en de dokter is ook heel blij met haar bloemetje. ,0
1930, maar de dokter geeft (he)t bloemetje <aan de> [/] aan de ballerina. ,0
1931, en de ballerina is er blij mee. ,0
1932, de ballerina geeft water. ,0
1933, ze doet (e)r nieuw water bij bij de kraan. ,0
1934, ze plant ermee de bloemetjes van de dokter. ,0
1935, de dokter plukt de bloemetjes. ,0
1936, de dokter geeft ern aan de ballerina. ,0
1937, de ballerina stopt (he)t in haar haar. ,0
1938, de piraat heeft een bal. ,0
1939, schopt (he)m in het water. ,0
1940, de ridder komt eraan. ,0
1941, en de piraat huilt. ,0
1942, <de ridder heeft een net bij zich of> [//] de ridder heeft een net ,0
1943, bij zich. ,0
1944, en de ridder vangt de bal op in het water. ,0
1945, dan heeft de piraat weer de bal. ,0
1946, de prinses koopt een ijsje. ,0
1947, ze likt eraan. ,0
1948, ze geeft het aan de heks. ,0
1949, de heks pakt (he)m vast. ,0
1950, de heks likt (er)aan. ,0
1951, dan gaat de prinses terug om nog een ijsje te kopen. ,0
1952, de indiaan wilt een appel. ,0
1953, hij probeert op de steen te staan om (he)m te pakken. ,0
1954, hij valt eraf. ,0
1955, de cowboy komt met een ladder. ,0
1956, en zet (he)t tegen de boom aan. ,0
1957, en pakt ern. ,0
1958, geeft (he)m aan de indiaan. ,0
1959, de indiaan is weer blij. ,0
1960, meisje heeft een gieter. ,0
1961, het meisje doet water in de gieter. ,0
1962, het meisje die &ehm geeft de plantjes water. ,0
1963, en de dokter kijkt. ,0
1964, het meisje die kijkt hoe de dokter de plantjes plukt. ,0
1965, de dokter geeft (he)t bloemetje aan het meisje. ,0
1966, het meisje doet de bloem in haar haar. ,0
1967, de piraat heeft een bal. ,0
1968, de piraat schopt de bal. ,0
1969, de ridder die komt eraan. ,0
1970, en de piraat moet huilen omdat de bal in het water is gegaan. ,0
1971, dan heeft de ridder een net. ,0
1972, en die piraat kijkt er naar. ,0
1973, de ridder pakt de bal. ,0
1974, en de piraat heeft z(ij)n bal weer. ,0
1975, de prinses die <koopt een> [//] gaat een ijsje kopen. ,0
1976, de prinses heeft een ijsje. ,0
1977, de prinses geeft het ijsje aan de heks. ,0
1978, de heks heeft een ijsje. ,0
1979, de heks likt aan het ijsje. ,0
1980, de prinses koopt een nieuw ijsje. ,0
1981, de indiaan kijkt naar de appels. ,0
1982, en wijst er naar. ,0
1983, de indiaan gaat op een steen staan. ,0
1984, probeert een appel te plukken. ,0
1985, de indiaan valt. ,0
1986, en de cowboy komt er aan met een ladder. ,0
1987, de cowboy plukt een abbel [//] appel terwijl hij op de ladder ,0
1988, staat. ,0
1989, de cowboy geeft de appel aan de indiaan. ,0
1990, de indiaan is blij met z(ij)n appel. ,0
1991, de ballerina heeft een gieter. ,0
1992, ze vult de gieter aan de kraan. ,0
1993, ze geeft de bloemetjes water. ,0
1994, en de zuster komt eraan. ,0
1995, de zuster plukt een bloemetje. ,0
1996, en geeft die aan de ballerina. ,0
1997, de ballerina stopt in (he)m in haar haar. ,0
1998, piraat heeft een bal [//] voetbal. ,0
1999, hij schopt de bal &eh bij het strand. ,0
2000, maar de bal ligt in (he)t water. ,0
2001, en de piraat moet huilen. ,0
2002, dan komt <prins eraan> [//] nee de ridder eraan. ,0
2003, de ridder heeft een net bij zich. ,0
2004, daarmee vist ie [ hij] de bal uit het water. ,0
2005, <dan g> [//] dan heeft &eh de piraat de bal weer terug. ,0
2006, de prinses heeft een euro bij zich om een ijsje te kopen. ,0
2007, ze heeft een ijsje gekocht. ,0
